,reco_id,time_reco,id_sender,id_reciever,id_product,product_bought,ListPrice-Amount,brand,productnature,family,Review-AverageRating,DisplayPrice-Amount,age_sender,address_sender,age_reciever,address_reciever
3337,dcff24a4-5ca2-4a46-9c25-90581c075cd2,1992-05-09 21:22:18,48da614d-e972-465f-9643-157451a35cc7,01ba0eca-6156-47e2-b168-1e3f65815205,8352968,0,699.99,CORNILLEAU,Mesa,MESAS TDM INTERIOR,4.6,699.99,19,"191 Crosby Trafficway
Lisaborough, TN 45038",27,"Unit 9479 Box 4188
DPO AE 33020"
2578,3fdb4b65-99b7-4c23-ade5-030471ed90df,1985-09-22 06:12:45,accf13bf-47c5-4751-b2c3-727603a5ba17,01ba0eca-6156-47e2-b168-1e3f65815205,8621580,1,54.99,ASICS,ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.6,39.99,29,"6356 Rivas Bridge
Thomasburgh, GA 54281",27,"Unit 9479 Box 4188
DPO AE 33020"
5089,1e036963-3936-45e3-b8eb-f11a9b449b4f,1987-12-08 11:28:41,5f9dfbb7-8bca-494a-802e-f11f12c9906a,01ba0eca-6156-47e2-b168-1e3f65815205,8645218,0,19.99,ARTENGO,PANTALONES LARGOS,Textil tenis tiempo frío mujer,4.5,19.99,19,"02090 Ashley Land Suite 294
Port Chelseaport, DC 44228",27,"Unit 9479 Box 4188
DPO AE 33020"
1180,6b9f7a08-46a3-45e1-a87a-a4c05c198c3a,1990-11-01 05:41:56,84f27bd9-0d26-4f84-b585-cca0e4bbd1d5,01ba0eca-6156-47e2-b168-1e3f65815205,8747197,1,119.99,HEAD,ZAPATILLAS,CALZADO PADEL,4.0,119.99,17,"1761 Scott Cliffs Apt. 308
Lake Katherine, GA 99021",27,"Unit 9479 Box 4188
DPO AE 33020"
21,c19b90bf-bd3c-421c-9e95-7dc5bebfe890,2000-07-29 21:33:34,b66d2104-20fd-47a6-b801-564963fb077f,01ba0eca-6156-47e2-b168-1e3f65815205,8598014,1,19.99,RSTA,SERVICIOS,PALETA GOMA MACIZA,3.8,19.99,18,"8315 Juan Row Suite 005
Allenland, MD 27589",27,"Unit 9479 Box 4188
DPO AE 33020"
1045,a2fbf39a-b470-4e03-8054-adea3ddff5a0,1988-09-03 05:40:15,33a87481-379e-4b81-ad6c-9de48d82013a,01ba0eca-6156-47e2-b168-1e3f65815205,8669658,1,7.99,ARTENGO,CAMISETAS MANGA CORTA,Textil tenis niños,4.7,7.99,39,"13655 Morales Canyon Suite 961
New Glenn, AL 56208",27,"Unit 9479 Box 4188
DPO AE 33020"
1383,6c724095-b489-4422-9a9c-03527537aa2c,1988-01-27 19:14:15,07017851-e9cc-40d2-a0f3-e82819761e72,01ba0eca-6156-47e2-b168-1e3f65815205,8649626,0,15.99,ARTENGO,CAMISETAS MANGA LARGA,Textil tenis tiempo frío hombre,4.5,11.99,41,"5511 Miller Dam
West Michael, UT 03004",27,"Unit 9479 Box 4188
DPO AE 33020"
3978,80e84f50-fa2f-429f-9a16-8f2b8f072f36,1998-08-29 08:02:56,993a6d5c-70ec-48e2-aa84-065fd173fd39,01ba0eca-6156-47e2-b168-1e3f65815205,8546095,1,11.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton mujer,4.1,11.99,21,"693 Parker Street
Christinemouth, AK 63993",27,"Unit 9479 Box 4188
DPO AE 33020"
6399,7cc82035-b4f4-4c58-8d4a-c8cce9673551,1977-08-21 07:56:57,3f4f3177-2c03-45f8-89c4-f38ff617136c,01ba0eca-6156-47e2-b168-1e3f65815205,8554892,1,27.99,PERFLY,ZAPATILLAS,ZAPATILLAS BÁDMINTON / SQUASH HOMBRE,4.1,21.99,35,"9549 Morgan Turnpike
Lake Nancyview, CT 45451",27,"Unit 9479 Box 4188
DPO AE 33020"
4954,3499482d-8c76-48cc-82d6-7de314df61dd,1992-10-16 14:41:24,376cd5ff-8eac-4563-8760-eb0b5f883b0f,01ba0eca-6156-47e2-b168-1e3f65815205,8734622,1,14.99,KUIKMA,FALDAS,TEXTIL PÁDEL,4.6,14.99,27,"823 Jennifer Village
North Taylor, NH 59759",27,"Unit 9479 Box 4188
DPO AE 33020"
4400,b038a638-3770-4a4b-a408-3a6c8cab2888,1976-12-06 10:07:41,a5380204-bfb8-413d-9013-f547a37304a1,01ba0eca-6156-47e2-b168-1e3f65815205,8487842,1,69.99,ARTENGO,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA EXPERTO,4.2,69.99,16,"2645 William Parks
Erinburgh, AZ 15347",27,"Unit 9479 Box 4188
DPO AE 33020"
5287,352ac47c-b9eb-4da0-acb3-9664f292d6eb,1983-08-06 02:23:28,38d71ba8-9c05-4cea-8760-437ec1f7ce11,01ba0eca-6156-47e2-b168-1e3f65815205,1093307,1,29.99,TIBHAR,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,4.7,29.99,27,"7147 Douglas Canyon
Port Rebeccastad, AL 42020",27,"Unit 9479 Box 4188
DPO AE 33020"
5860,d96a180b-8fde-4507-bba3-cacbb8651f33,2001-12-01 10:12:44,993a6d5c-70ec-48e2-aa84-065fd173fd39,02676c43-e1d6-4857-951b-bd4695357d03,8351925,1,9.99,ARTENGO,Raqueta,Tenis ocasional,4.3,9.99,21,"693 Parker Street
Christinemouth, AK 63993",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
4053,cb5c1ed5-7163-453c-a4dc-da53384f19d7,1980-11-21 06:14:25,10ac1b7d-7bb8-40de-a3f0-d277761f5a11,02676c43-e1d6-4857-951b-bd4695357d03,8547790,0,7.99,ARTENGO,CALZONCILLOS,Textil tenis mujer,4.2,7.99,17,"USNV Willis
FPO AA 17821",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2939,7220ffc2-4ceb-4511-879f-4af660349ce6,2013-09-08 07:10:01,c3fa2044-7880-4114-a00c-5a488fd20790,02676c43-e1d6-4857-951b-bd4695357d03,8762908,1,87.99,DROP SHOT,Pala de pádel,PALAS PÁDEL ADULTO,0.0,87.99,17,"545 Kim Port
East Karlberg, GA 68232",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2213,6a27ebce-6562-4d35-bace-825e40467e09,1972-07-07 01:47:13,5f17afda-a90f-4695-b400-4b721dbc9291,02676c43-e1d6-4857-951b-bd4695357d03,8604847,1,14.99,ARTENGO,Pantalón corto,Textil tenis mujer,4.6,14.99,44,"3114 Jessica Stravenue
Lake Jessicaburgh, NE 00689",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
720,71b6cde8-d5b5-4462-9d15-b94722a2efdd,1992-11-25 03:53:15,0a8aba6b-218a-4a14-96ec-dce3ab19d3e7,02676c43-e1d6-4857-951b-bd4695357d03,8669655,0,9.99,ARTENGO,Pantalón corto,Textil tenis niños,4.8,6.0,32,"453 Rose Bypass Suite 935
Banksland, TX 32897",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
1479,cef45a76-14ef-4dcb-b198-4cc515a3ae38,2015-01-09 00:53:58,07449bb5-f889-4caf-9781-d748998f7d60,02676c43-e1d6-4857-951b-bd4695357d03,8607307,0,64.99,KUIKMA,ZAPATILLAS,CALZADO PADEL,4.4,64.99,19,"01330 Jeanne Vista Apt. 481
New Jonathonmouth, WI 09037",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
1340,5dafd9de-8d01-43b0-9fd0-a92836fd84ac,1987-12-05 11:41:06,ef4fa263-0746-4761-a0a6-f1316af7ce7e,02676c43-e1d6-4857-951b-bd4695357d03,8640169,0,4.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA JÚNIOR,4.7,4.99,42,"36825 Nicole Forest Suite 906
Tonyaside, CA 38649",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2626,f64ca405-0c8c-448f-a14a-9bee965d772b,2005-06-13 16:10:35,b47d65dd-26ae-465e-a844-f656dda4acbf,02676c43-e1d6-4857-951b-bd4695357d03,1093307,1,29.99,TIBHAR,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,4.7,29.99,41,"487 Huang Station Suite 093
Lake Angela, MS 24454",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2833,c0365339-297a-4078-b4a3-e625862c5c35,2015-07-23 08:17:50,d354552d-d8ca-4e0b-8fe6-a05ce7a1f75c,02676c43-e1d6-4857-951b-bd4695357d03,8573383,1,69.99,ARTENGO,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA EXPERTO,4.2,69.99,27,"201 Hamilton Isle
Port Hannah, IL 83802",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
3499,ac562a5a-8600-4aeb-9aec-42944d1a3f5c,1970-05-30 01:18:13,f6e5d38c-120d-4d69-87c3-dc9d8aeb3d2f,02676c43-e1d6-4857-951b-bd4695357d03,8550462,1,39.99,ARTENGO,ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,39.99,20,"1515 Brown Roads
New Cynthia, AK 52386",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
1818,0cf8fe62-4b18-4d1a-a626-6070f28e9c0d,1989-11-05 06:54:05,6feb0d18-ad8a-49c4-bfdc-8780db59b41c,02676c43-e1d6-4857-951b-bd4695357d03,8659267,1,69.99,BABOLAT,ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.8,69.99,28,"509 Hickman Forge Suite 632
Austinbury, MO 39387",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2090,49ad8bd0-6569-4e92-896f-737ba068fa60,2003-12-08 05:58:13,a22d78d4-4076-49e8-ad00-fddf269f37b9,02676c43-e1d6-4857-951b-bd4695357d03,8670439,0,6.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,6.99,35,"770 Amy Overpass
Laurenburgh, OK 46345",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
4181,7e56820f-8a81-4d4d-9c9e-2d6e7f01bb96,1987-01-31 13:20:40,13a6c635-2f20-4e22-9e76-c3761d1111be,02676c43-e1d6-4857-951b-bd4695357d03,8572027,0,8.99,TALBOT TORRO,Volante speed badminton,CROSSMINTON,0.0,8.99,29,"526 Dylan Neck
New Scott, NV 82333",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
6171,e5545787-ed36-47c0-8b09-a87f13a4acdb,2015-08-09 10:02:25,903a20b0-0a0f-48c8-8642-1144c6d8e5a2,02676c43-e1d6-4857-951b-bd4695357d03,8770506,0,59.99,ASICS,ZAPATILLAS,ZAPATILLAS BÁDMINTON / SQUASH HOMBRE,0.0,59.99,39,"4798 Alison Lake
Lake Dillon, CA 34382",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
5565,87321ea7-c72d-4035-a7a8-cc2f4ef1b83e,1995-02-12 12:08:17,135ae3e2-d03d-41a8-9cdf-636c09c16e6f,02676c43-e1d6-4857-951b-bd4695357d03,8573003,0,9.99,KUIKMA,Pantalón corto,TEXTIL PÁDEL,4.8,9.99,32,"478 Amanda Greens
East Angelafurt, NC 94690",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
1001,38ef7d61-b1ed-4e6b-8d27-39170f510713,1993-10-15 08:06:08,e8121632-3f72-438e-8e30-0abcd87e533b,02676c43-e1d6-4857-951b-bd4695357d03,8770514,0,64.99,ASICS,ZAPATILLAS,CALZADO BÁDMINTON / SQUASH MUJER,0.0,64.99,36,"0440 Ashley Club Apt. 902
North Davidmouth, IA 80499",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2131,5fcb8e3c-cca5-41f6-8311-43d416247873,2004-06-06 09:22:54,0834f1c0-8951-4351-a191-dba7a0c588ab,02676c43-e1d6-4857-951b-bd4695357d03,8643153,1,19.99,ARTENGO,CHAQUETAS,Textil tenis tiempo frío mujer,4.9,19.99,29,"50235 Cathy Mall
Campbellberg, CT 30413",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
20,db539877-f840-4fbe-9092-d0c84e8c98e6,2007-04-15 14:28:38,c9b796b7-ffd6-4f29-8647-589abd4512f4,02676c43-e1d6-4857-951b-bd4695357d03,8649618,0,12.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton niños,4.4,12.99,37,"5646 Vincent Path
Blackwellton, WV 35728",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
5367,399587a6-d5cb-4eed-9d07-a8d48d428e1d,2002-02-14 00:41:34,81bf0b99-99aa-4211-92be-2315810ee347,02676c43-e1d6-4857-951b-bd4695357d03,8558692,1,29.99,ARTENGO,ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.4,29.99,41,"9370 John Place Suite 805
Greenburgh, ME 82972",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
5321,d696b673-e90e-4d07-a949-94600cf13cfe,1977-04-10 13:36:53,84d81fd7-5376-44ce-9938-dc22016062b7,02676c43-e1d6-4857-951b-bd4695357d03,8762908,0,87.99,DROP SHOT,Pala de pádel,PALAS PÁDEL ADULTO,0.0,87.99,20,"306 Pearson Valleys
Erinburgh, AZ 65716",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
759,876eecc3-a415-4ecc-9fea-b2d30089d9ce,2007-01-26 11:43:31,d7e25d1f-5f48-4f18-a81e-cef4d70684fa,02676c43-e1d6-4857-951b-bd4695357d03,8487421,1,14.99,ARTENGO,Pantalón corto,Textil tenis hombre,4.7,14.99,25,"660 Andrew Extensions
Bradleyshire, ME 68839",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
5635,751ec6ec-e297-44da-87b9-7e4a9fee1c34,2018-03-24 14:55:37,11d604ae-a6ba-45ba-bbee-e91390b8a7ac,02676c43-e1d6-4857-951b-bd4695357d03,8319180,1,229.99,TIBHAR,Robot,MESAS/ACCESORIOS TDM CLUB,4.6,229.99,34,"60789 Walters Gardens
West Sean, IA 53106",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
3050,cf62c9c3-2c96-400b-8ff3-5f9a8a3a5cfa,1993-09-08 16:52:27,b47d65dd-26ae-465e-a844-f656dda4acbf,02676c43-e1d6-4857-951b-bd4695357d03,8536513,1,26.99,TIBHAR,Raqueta,RAQUETTES TDT CONFIRMÉ,4.4,26.99,41,"487 Huang Station Suite 093
Lake Angela, MS 24454",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
2629,6ca30a81-b1a7-4f35-a855-7f5b64bb9c4c,1970-09-04 18:54:26,e9a42c59-1d78-48e3-85f6-085cba0e615c,02676c43-e1d6-4857-951b-bd4695357d03,8543976,1,49.99,PERFLY,ZAPATILLAS,ZAPATILLA SQUASH,4.2,39.99,45,"929 Ewing Keys Suite 076
Port Joseph, WY 10941",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
6777,7f4b126f-bdfe-402b-99b2-6c656b11bbf3,1995-03-31 12:06:39,4abd0d23-1514-4708-ad6c-d4623aac1d52,02676c43-e1d6-4857-951b-bd4695357d03,8569325,1,7.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton niños,4.5,7.99,31,"899 Mitchell Fields
Nunezview, FL 34957",43,"065 James Curve Apt. 799
Romanborough, OH 18672"
6669,6c656710-289e-4e2d-901f-5ed8de886e49,1994-02-03 16:58:34,f1cce837-b559-4eed-a5b6-0bc4549bef06,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8584306,1,14.99,ARTENGO,PANTALONES LARGOS,Textil tenis tiempo frío niños,4.8,11.99,41,"49899 Ramos Stream Suite 885
Brewerside, AZ 95690",35,"Unit 9888 Box 8441
DPO AP 14565"
5124,6df1f8c5-e81f-49da-949d-65206a1388e9,1984-01-22 15:38:07,84f27bd9-0d26-4f84-b585-cca0e4bbd1d5,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8648796,0,12.99,ARTENGO,CAMISETAS TIRANTES,Textil tenis niños,5.0,12.99,17,"1761 Scott Cliffs Apt. 308
Lake Katherine, GA 99021",35,"Unit 9888 Box 8441
DPO AP 14565"
6983,486e0ad8-d796-44dd-9a23-05a96d42cf56,1986-10-14 11:06:53,c37612b5-3a7b-4cdd-95f9-393a60df43e9,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8573011,0,14.99,KUIKMA,CAMISETAS MANGA CORTA,TEXTIL PÁDEL,4.8,14.99,37,"5992 Amanda Neck
Bishopchester, CO 11255",35,"Unit 9888 Box 8441
DPO AP 14565"
5921,da32d216-2640-4d9c-9b2f-08c6d07293fb,1979-01-06 20:19:04,db7159c2-a9a8-4954-b4a4-5440e50f2138,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8763604,1,69.99,YONEX,ZAPATILLAS,CALZADO TENIS JÚNIOR,3.0,69.99,45,"4649 Gregory Viaduct
Ryanton, NM 67480",35,"Unit 9888 Box 8441
DPO AP 14565"
5114,718fb986-5a63-4ecd-98b4-702525294ea9,1978-08-25 23:52:10,acf71426-adca-4f48-87d6-4978dc538448,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8372995,1,12.99,ARTENGO,ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,28,"USCGC Thompson
FPO AE 51140",35,"Unit 9888 Box 8441
DPO AP 14565"
4884,9c1591ef-7654-4552-8025-99cfe2fb4daf,1991-11-28 02:45:31,f260b625-44f2-44f7-8a7e-c877cf8fa107,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8582150,1,24.99,ARTENGO,ZAPATILLAS,CALZADO TENIS JÚNIOR,4.6,24.99,25,"25270 Perez Island
Vangburgh, TN 13360",35,"Unit 9888 Box 8441
DPO AP 14565"
4774,2c1ee5da-5a31-447f-8fb4-598245f45945,1999-07-23 22:21:53,f37af3fb-aa5e-4b79-828b-249ab6c236fe,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8598789,1,17.99,RSTA,SERVICIOS,PALETA GOMA MACIZA,5.0,16.99,26,"Unit 5829 Box 2065
DPO AA 17422",35,"Unit 9888 Box 8441
DPO AP 14565"
1715,7d516ee2-75a8-4008-bb48-cdffb2ad7ec4,1981-04-14 01:07:49,e48ca1a8-7977-495c-a22b-83383accaac3,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8781636,0,5.99,NO BRAND,Pantalón corto,PÁDEL JÚNIOR,0.0,5.99,35,"2456 Kim Plains
Erinhaven, VT 70969",35,"Unit 9888 Box 8441
DPO AP 14565"
581,30c810e8-1dc2-4cc1-8a29-5339a6fd21c2,2013-07-11 16:23:06,f8447697-2276-4715-b96d-0246b5e2abe1,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8553464,1,5.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA JÚNIOR,4.7,3.99,28,"871 Carlos Walks Suite 118
Hancockbury, NY 01416",35,"Unit 9888 Box 8441
DPO AP 14565"
1183,9fbaed77-e879-4548-88a8-df371f4c944c,1976-12-18 23:29:11,4584f105-fe69-41e7-83b3-b18ed8a5be9b,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8752742,1,64.99,BULL PADEL,ZAPATILLAS,CALZADO PADEL,4.8,64.99,29,"USNV Lynch
FPO AP 39137",35,"Unit 9888 Box 8441
DPO AP 14565"
6818,8c649c7b-bbbe-4147-9ef3-81881b8e32ed,1986-08-08 02:48:19,852cf139-7195-4e18-9ff4-c25d0366881f,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8342439,1,19.99,ARTENGO,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,5.0,14.99,27,"992 Smith Plain
New William, ND 02690",35,"Unit 9888 Box 8441
DPO AP 14565"
3363,4423fa9f-835d-482b-a843-cdb643d714b0,2015-10-06 12:58:03,acccdc2e-f7b6-4d4e-b4dc-fc9114aa3819,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8621706,0,109.99,BABOLAT,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA EXPERTO,4.2,109.99,21,"969 Sara Estate
Stevensburgh, WI 33512",35,"Unit 9888 Box 8441
DPO AP 14565"
4949,5d447ad6-290d-4af1-a005-8a3d36c1dab8,1980-07-24 07:57:36,f7cf6ac8-0f89-4c00-ae1a-53b2da9231a6,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8374097,1,9.99,ARTENGO,Pantalón corto,Textil tenis hombre,4.6,9.99,37,"44232 Walters Meadows
Lopezland, NY 75314",35,"Unit 9888 Box 8441
DPO AP 14565"
2454,be9eaf68-3b27-485b-8786-4a8c69a26b2b,1994-06-06 06:11:35,fed0c95b-74b6-4087-891b-dee1483f5f5d,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8582770,1,89.99,ARTENGO,Raqueta,Raquetas adulto experto,5.0,89.99,18,"7556 Tiffany Highway
Russellville, NH 22165",35,"Unit 9888 Box 8441
DPO AP 14565"
1700,77069580-6d95-4076-afec-2ac5259f772b,2007-05-04 14:53:32,84d81fd7-5376-44ce-9938-dc22016062b7,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8645274,1,9.99,ARTENGO,Pantalón corto,Textil tenis mujer,5.0,9.99,20,"306 Pearson Valleys
Erinburgh, AZ 65716",35,"Unit 9888 Box 8441
DPO AP 14565"
5596,4882d76f-c8f4-4f07-9365-e5d7749a1d14,1991-11-25 15:28:44,40384db2-2439-43c2-bd2d-9a54688a3492,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8658043,1,12.99,EUSKALDUNA,SERVICIOS,PALETA GOMA MACIZA,0.0,12.99,29,"Unit 8965 Box 8278
DPO AP 45795",35,"Unit 9888 Box 8441
DPO AP 14565"
4476,880237df-01ad-4a69-aa9a-d070ce1f91bf,1999-10-09 21:27:04,5a16fe64-7e5c-462a-89d3-c5ce7e888c34,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8669668,0,6.99,ARTENGO,CAMISETAS MANGA CORTA,Textil tenis niños,4.4,5.99,27,"141 Eric Neck
East Jamesmouth, MO 24961",35,"Unit 9888 Box 8441
DPO AP 14565"
1755,d7fb2580-ff88-4fd5-9fc8-1d4d3107d0e5,1972-07-15 09:49:07,dc3b2048-f737-48a8-b004-8b20dcc87b37,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8583093,0,29.99,ARTENGO,ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,29.99,26,"234 Kennedy Parks
Port Donna, NH 08560",35,"Unit 9888 Box 8441
DPO AP 14565"
2477,3e87f5e5-2a4a-4463-9be4-ce45f0fb6c0f,2003-07-09 16:02:31,06ea8de3-b2f1-4aa2-8208-56f57f97f456,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,962376,1,2.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,2.99,45,"3213 Calhoun Street
East Chadmouth, MS 47380",35,"Unit 9888 Box 8441
DPO AP 14565"
1225,9a49b0a7-d840-45af-8ebc-ceb9de32fa8c,2000-06-04 18:17:06,5a16fe64-7e5c-462a-89d3-c5ce7e888c34,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8662366,1,189.99,BABOLAT,Raqueta,Raquetas adulto experto,2.0,189.99,27,"141 Eric Neck
East Jamesmouth, MO 24961",35,"Unit 9888 Box 8441
DPO AP 14565"
